Query=YOR250C	 Hit=lcl|MAPG_12038T0	" Description=pep:novel supercontig:Mag_poae_ATCC_64411_V1:supercont1.131:15:784:1 gene:MAPG_12038 transcript:MAPG_12038T0 description:""Clp1""-species:Magnaporthe_poae"	 E_value=2e-08
Query=MGG_05325T0	 Hit=lcl|EDU45302	" Description=pep:novel supercontig:GCA_000149985.1:supercont1.2:1507234:1509988:-1 gene:PTRG_02779 transcript:EDU45302 description:""small nucleolar ribonucleoprotein complex subunit""-species:Pyrenophora_triticirepentis"	 E_value=3e-07
			
Query=MGG_05325T0	 Hit=lcl|EDU45302	" Description=pep:novel supercontig:GCA_000149985.1:supercont1.2:1507234:1509988:-1 gene:PTRG_02779 transcript:EDU45302 description:""small nucleolar ribonucleoprotein complex subunit""-species:Pyrenophora_triticirepentis"	 E_value=2e-06
			
Query=MGG_05325T0	 Hit=lcl|FGSG_10601P0	" Description=pep:known chromosome:ASM24013v2:1:11378410:11382225:1 gene:FGSG_10601 transcript:FGSG_10601T0 description:""conserved hypothetical protein""-species:Gibberella_zeae"	 E_value=3e-07
			
Query=MGG_05325T0	 Hit=lcl|FGSG_10601P0	" Description=pep:known chromosome:ASM24013v2:1:11378410:11382225:1 gene:FGSG_10601 transcript:FGSG_10601T0 description:""conserved hypothetical protein""-species:Gibberella_zeae"	 E_value=1e-05
			
Query=MGG_05325T0	 Hit=lcl|FGSG_07055P0	" Description=pep:known chromosome:ASM24013v2:4:2178788:2181721:1 gene:FGSG_07055 transcript:FGSG_07055T0 description:""hypothetical protein similar to WD domain protein""-species:Gibberella_zeae"	 E_value=3e-07
			
Query=MGG_05325T0	 Hit=lcl|EDU47370	" Description=pep:novel supercontig:GCA_000149985.1:supercont1.4:52849:54929:-1 gene:PTRG_04463 transcript:EDU47370 description:""cell cycle control protein cwf17""-species:Pyrenophora_triticirepentis"	 E_value=3e-07
			
Query=MGG_05325T0	 Hit=lcl|EDU47370	" Description=pep:novel supercontig:GCA_000149985.1:supercont1.4:52849:54929:-1 gene:PTRG_04463 transcript:EDU47370 description:""cell cycle control protein cwf17""-species:Pyrenophora_triticirepentis"	 E_value=2e-06
			
Query=MGG_05325T0	 Hit=lcl|MAPG_09994T0	" Description=pep:novel supercontig:Mag_poae_ATCC_64411_V1:supercont1.12:593978:597576:-1 gene:MAPG_09994 transcript:MAPG_09994T0 description:""hypothetical protein""-species:Magnaporthe_poae"	 E_value=3e-07
			
Query=MGG_05325T0	 Hit=lcl|EFNCRP00000008455	" Description=pep:known supercontig:ASM18292v1:7.54:120644:123347:1 gene:EFNCRG00000008455 transcript:EFNCRT00000008469 description:""Probable sepB protein""-species:Neurospora_crassa"	 E_value=3e-07
			
Query=MGG_05325T0	 Hit=lcl|SPBC1198.12.1:pep	" Description=pep:known chromosome:ASM294v2:II:194678:195989:1 gene:SPBC1198.12 transcript:SPBC1198.12.1 description:""fizzy-related protein Mfr1""-species:Schizosaccharomyces_pombe"	 E_value=3e-07
			
Query=MGG_05325T0	 Hit=lcl|EHK20726	" Description=pep:novel supercontig:ASM17099v1:78:297175:300039:1 gene:TRIVIDRAFT_69423 transcript:EHK20726 description:""hypothetical protein""-species:Trichoderma_virens"	 E_value=3e-07
			
Query=MGG_05325T0	 Hit=lcl|EGG04547	" Description=pep:novel supercontig:GCA_000204055.1:GL883118:192460:194494:-1 gene:MELLADRAFT_49117 transcript:EGG04547 description:""hypothetical protein""-species:Melampsora_laricipopulina"	 E_value=3e-07
			
Query=MGG_05325T0	 Hit=lcl|EFQ34771	" Description=pep:novel supercontig:GCA_000149035.1:GG697383:291233:294107:-1 gene:GLRG_09915 transcript:EFQ34771 description:""coatomer WD associated region""-species:Glomerella_graminicola"	 E_value=3e-07
			
Query=MGG_05325T0	 Hit=lcl|EFQ34771	" Description=pep:novel supercontig:GCA_000149035.1:GG697383:291233:294107:-1 gene:GLRG_09915 transcript:EFQ34771 description:""coatomer WD associated region""-species:Glomerella_graminicola"	 E_value=7e-06
			
Query=MGG_05325T0	 Hit=lcl|EDN96497	" Description=pep:novel supercontig:ASM14694v1:CH476622:879932:881649:1 gene:SS1G_01423 transcript:EDN96497 description:""hypothetical protein""-species:Sclerotinia_sclerotiorum"	 E_value=3e-07
			
Query=MGG_05325T0	 Hit=lcl|EDN96497	" Description=pep:novel supercontig:ASM14694v1:CH476622:879932:881649:1 gene:SS1G_01423 transcript:EDN96497 description:""hypothetical protein""-species:Sclerotinia_sclerotiorum"	 E_value=6e-06
			
Query=MGG_05325T0	 Hit=lcl|MVLG_03544T0	" Description=pep:novel supercontig:GCA_000166175.1:supercont1.34:115428:118645:-1 gene:MVLG_03544 transcript:MVLG_03544T0 description:""hypothetical protein""-species:Microbotryum_violaceum"	 E_value=4e-07
			
Query=MGG_05325T0	 Hit=lcl|FVEG_02714T0	" Description=pep:known chromosome:ASM14955v1:5:447369:448955:1 gene:FVEG_02714 transcript:FVEG_02714T0 description:""hypothetical protein similar to small nucleolar ribonucleoprotein complex subunit""-species:Gibberella_moniliformis"	 E_value=4e-07
			
Query=MGG_05325T0	 Hit=lcl|FVEG_11312T0	" Description=pep:known chromosome:ASM14955v1:9:1033121:1036551:-1 gene:FVEG_11312 transcript:FVEG_11312T0 description:""conserved hypothetical protein""-species:Gibberella_moniliformis"	 E_value=4e-07
			
Query=MGG_05325T0	 Hit=lcl|MAPG_09263T0	" Description=pep:novel supercontig:Mag_poae_ATCC_64411_V1:supercont1.9:1222900:1225618:-1 gene:MAPG_09263 transcript:MAPG_09263T0 description:""sulfur controller 2""-species:Magnaporthe_poae"	 E_value=4e-07
			
Query=MGG_05325T0	 Hit=lcl|GGTG_08355T0	" Description=pep:known supercontig:Gae_graminis_V2:supercont1.4:2843343:2847074:1 gene:GGTG_08355 transcript:GGTG_08355T0 description:""hypothetical protein""-species:Gaeumannomyces_graminis"	 E_value=4e-07
			
Query=MGG_05325T0	 Hit=lcl|FVEG_07073T0	" Description=pep:known chromosome:ASM14955v1:7:1688047:1689165:1 gene:FVEG_07073 transcript:FVEG_07073T0 description:""hypothetical protein similar to F-box and WD repeat-containing protein""-species:Gibberella_moniliformis"	 E_value=4e-07
			
Query=MGG_05325T0	 Hit=lcl|FVEG_07073T0	" Description=pep:known chromosome:ASM14955v1:7:1688047:1689165:1 gene:FVEG_07073 transcript:FVEG_07073T0 description:""hypothetical protein similar to F-box and WD repeat-containing protein""-species:Gibberella_moniliformis"	 E_value=4e-07
			
Query=MGG_05325T0	 Hit=lcl|UM03917P0	" Description=pep:known supercontig:UM1:Cont_1.135:15110:16888:1 gene:UM03917 transcript:UM03917T0 description:""Cell cycle regulatory protein""-species:Ustilago_maydis"	 E_value=4e-07
			
Query=MGG_05325T0	 Hit=lcl|EFQ25334	" Description=pep:novel supercontig:GCA_000149035.1:GG697332:23458:25929:-1 gene:GLRG_00478 transcript:EFQ25334 description:""WD domain-containing protein""-species:Glomerella_graminicola"	 E_value=4e-07
			
Query=MGG_05325T0	 Hit=lcl|SNOT_10968	" Description=pep:known supercontig:ASM14691v1:supercont1.18:260233:261815:-1 gene:SNOG_10968 transcript:SNOT_10968 description:""Putative uncharacterized protein""-species:Phaeosphaeria_nodorum"	 E_value=4e-07
			
Query=MGG_05325T0	 Hit=lcl|CADANIAP00008085	" Description=pep:known chromosome:ASM1142v1:VII:825023:826781:1 gene:CADANIAG00008085 transcript:CADANIAT00008085 description:""pre-mRNA splicing factor, putative (AFU_orthologue\x3b AFUA_8G04590)""-species:Aspergillus_nidulans"	 E_value=4e-07
			
Query=MGG_05325T0	 Hit=lcl|MAPG_07064T0	" Description=pep:novel supercontig:Mag_poae_ATCC_64411_V1:supercont1.6:461058:467461:-1 gene:MAPG_07064 transcript:MAPG_07064T0 description:""hypothetical protein""-species:Magnaporthe_poae"	 E_value=4e-07
			
Query=MGG_05325T0	 Hit=lcl|CADANGAP00004006	" Description=pep:known chromosome:CADRE:VI:1558664:1563437:1 gene:CADANGAG00004098 transcript:CADANGAT00004098 description:""Similarity to hypothetical beta transducin-like protein het-e1 - Podospora anserina""-species:Aspergillus_niger"	 E_value=4e-07
			
Query=MGG_05325T0	 Hit=lcl|B0510_2581T1	" Description=pep:novel supercontig:B05.10_v2:Supercontig_1.5:873127:875921:1 gene:B0510_2581 transcript:B0510_2581T1 description:""""-species:Botryotinia_fuckeliana"	 E_value=4e-07
			
Query=MGG_05325T0	 Hit=lcl|B0510_2581T1	" Description=pep:novel supercontig:B05.10_v2:Supercontig_1.5:873127:875921:1 gene:B0510_2581 transcript:B0510_2581T1 description:""""-species:Botryotinia_fuckeliana"	 E_value=2e-06
			
Query=MGG_05325T0	 Hit=lcl|Mycgr3P110427	" Description=pep:known chromosome:MG2:8:1029287:1031272:1 gene:Mycgr3G110427 transcript:Mycgr3T110427 description:""Nucleosome remodeling complex, CAF-I subunit""-species:Zymoseptoria_tritici"	 E_value=4e-07
			
Query=MGG_05325T0	 Hit=lcl|FGSG_02237P0	" Description=pep:known chromosome:ASM24013v2:1:7249782:7253329:1 gene:FGSG_02237 transcript:FGSG_02237T0 description:""hypothetical protein similar to cell division control protein 4""-species:Gibberella_zeae"	 E_value=4e-07
			
Query=MGG_05325T0	 Hit=lcl|FGSG_02237P0	" Description=pep:known chromosome:ASM24013v2:1:7249782:7253329:1 gene:FGSG_02237 transcript:FGSG_02237T0 description:""hypothetical protein similar to cell division control protein 4""-species:Gibberella_zeae"	 E_value=4e-07
			
Query=MGG_05325T0	 Hit=lcl|EDN93717	" Description=pep:novel supercontig:ASM14694v1:CH476633:1150663:1154276:1 gene:SS1G_09584 transcript:EDN93717 description:""hypothetical protein""-species:Sclerotinia_sclerotiorum"	 E_value=4e-07
			
Query=MGG_05325T0	 Hit=lcl|GGTG_12761T0	" Description=pep:known supercontig:Gae_graminis_V2:supercont1.9:878936:882357:-1 gene:GGTG_12761 transcript:GGTG_12761T0 description:""sulfur controller 2""-species:Gaeumannomyces_graminis"	 E_value=4e-07
			
Query=MGG_05325T0	 Hit=lcl|FGSG_06788P0	" Description=pep:known chromosome:ASM24013v2:4:1229890:1232789:1 gene:FGSG_06788 transcript:FGSG_06788T0 description:""conserved hypothetical protein""-species:Gibberella_zeae"	 E_value=4e-07
			
Query=MGG_05325T0	 Hit=lcl|FVEG_01422T0	" Description=pep:known chromosome:ASM14955v1:1:5908852:5910402:1 gene:FVEG_01422 transcript:FVEG_01422T0 description:""conserved hypothetical protein""-species:Gibberella_moniliformis"	 E_value=4e-07
			
Query=MGG_05325T0	 Hit=lcl|MAPG_03186T0	" Description=pep:novel supercontig:Mag_poae_ATCC_64411_V1:supercont1.2:4133247:4134404:-1 gene:MAPG_03186 transcript:MAPG_03186T0 description:""pre-mRNA splicing factor""-species:Magnaporthe_poae"	 E_value=4e-07
			
Query=MGG_05325T0	 Hit=lcl|SPAC806.02c.1:pep	" Description=pep:known chromosome:ASM294v2:I:233032:235164:-1 gene:SPAC806.02c transcript:SPAC806.02c.1 description:""Par A family ATPase/WD repeat iron cluster assembly fusion protein (predicted)""-species:Schizosaccharomyces_pombe"	 E_value=4e-07
			
Query=MGG_05325T0	 Hit=lcl|CADANGAP00007919	" Description=pep:known chromosome:CADRE:I:2182065:2183649:-1 gene:CADANGAG00008064 transcript:CADANGAT00008064 description:""Putative uncharacterized protein An09g05300""-species:Aspergillus_niger"	 E_value=4e-07
			
Query=MGG_05325T0	 Hit=lcl|CADANGAP00007919	" Description=pep:known chromosome:CADRE:I:2182065:2183649:-1 gene:CADANGAG00008064 transcript:CADANGAT00008064 description:""Putative uncharacterized protein An09g05300""-species:Aspergillus_niger"	 E_value=3e-06
			
Query=MGG_05325T0	 Hit=lcl|UM03079P0	" Description=pep:known supercontig:UM1:Cont_1.103:187500:190640:1 gene:UM03079 transcript:UM03079T0 description:""hypothetical protein""-species:Ustilago_maydis"	 E_value=4e-07
			
Query=MGG_05325T0	 Hit=lcl|CCU78408	" Description=pep:novel supercontig:EF1:HF943535:1754758:1757683:-1 gene:BGHDH14_bgh01300 transcript:CCU78408 description:""COPI/coatomer beta subunit""-species:Blumeria_graminis"	 E_value=4e-07
			
Query=MGG_05325T0	 Hit=lcl|CCU78408	" Description=pep:novel supercontig:EF1:HF943535:1754758:1757683:-1 gene:BGHDH14_bgh01300 transcript:CCU78408 description:""COPI/coatomer beta subunit""-species:Blumeria_graminis"	 E_value=1e-05
			
Query=MGG_05325T0	 Hit=lcl|EEB05195	" Description=pep:novel supercontig:GCA_000149845.2:supercont5.1:3855910:3858952:-1 gene:SJAG_00192 transcript:EEB05195 description:""F-box/WD repeat protein Pof1""-species:Schizosaccharomyces_japonicus"	 E_value=5e-07
			
Query=MGG_05325T0	 Hit=lcl|MGG_04473T0	" Description=pep:known chromosome:MG8:1:7381250:7383510:1 gene:MGG_04473 transcript:MGG_04473T0 description:""WD repeat containing protein 5""-species:Magnaporthe_oryzae"	 E_value=5e-07
			
Query=MGG_05325T0	 Hit=lcl|FGSG_04351P0	" Description=pep:known chromosome:ASM24013v2:2:4304281:4307798:-1 gene:FGSG_04351 transcript:FGSG_04351T0 description:""conserved hypothetical protein""-species:Gibberella_zeae"	 E_value=5e-07
			
Query=MGG_05325T0	 Hit=lcl|CAG82298	" Description=pep:novel chromosome:GCA_000002525.1:C:2532474:2534384:1 gene:YALI0_C18469g transcript:CAG82298 description:""YALI0C18469p""-species:Yarrowia_lipolytica"	 E_value=5e-07
			
Query=MGG_05325T0	 Hit=lcl|AAS53358	" Description=pep:known chromosome:ASM9102v1:VI:410922:412595:-1 gene:AGOS_AFL014C transcript:AAS53358 description:""AFL014Cp""-species:Ashbya_gossypii"	 E_value=5e-07
			
Query=MGG_05325T0	 Hit=lcl|EGG07426	" Description=pep:novel supercontig:GCA_000204055.1:GL883104:1394739:1399357:-1 gene:MELLADRAFT_105956 transcript:EGG07426 description:""hypothetical protein""-species:Melampsora_laricipopulina"	 E_value=5e-07
			
Query=MGG_05325T0	 Hit=lcl|EGR50342	" Description=pep:novel supercontig:GCA_000167675.2:GL985060:452267:453826:-1 gene:TRIREDRAFT_58299 transcript:EGR50342 description:""hypothetical protein""-species:Trichoderma_reesei"	 E_value=5e-07
			
Query=MGG_05325T0	 Hit=lcl|EGR50342	" Description=pep:novel supercontig:GCA_000167675.2:GL985060:452267:453826:-1 gene:TRIREDRAFT_58299 transcript:EGR50342 description:""hypothetical protein""-species:Trichoderma_reesei"	 E_value=7e-06
			
Query=MGG_05325T0	 Hit=lcl|EFNCRP00000000911	" Description=pep:known supercontig:ASM18292v1:7.2:1084989:1086732:-1 gene:EFNCRG00000000910 transcript:EFNCRT00000000911 description:""Putative uncharacterized protein""-species:Neurospora_crassa"	 E_value=5e-07
			
Query=MGG_05325T0	 Hit=lcl|CADNFIAP00003413	" Description=pep:known contig:CADRE:8927:1940727:1942322:-1 gene:CADNFIAG00003502 transcript:CADNFIAT00003502 description:""Chromatin assembly factor 1 subunit C, putative""-species:Neosartorya_fischeri"	 E_value=5e-07
			
Query=MGG_05325T0	 Hit=lcl|CADNFIAP00003413	" Description=pep:known contig:CADRE:8927:1940727:1942322:-1 gene:CADNFIAG00003502 transcript:CADNFIAT00003502 description:""Chromatin assembly factor 1 subunit C, putative""-species:Neosartorya_fischeri"	 E_value=2e-06
			
Query=MGG_05325T0	 Hit=lcl|B0510_7312T1	" Description=pep:novel supercontig:B05.10_v2:Supercontig_1.24:242395:245457:-1 gene:B0510_7312 transcript:B0510_7312T1 description:""""-species:Botryotinia_fuckeliana"	 E_value=5e-07
			
Query=MGG_05325T0	 Hit=lcl|MAPG_02635T0	" Description=pep:novel supercontig:Mag_poae_ATCC_64411_V1:supercont1.2:2444792:2447722:-1 gene:MAPG_02635 transcript:MAPG_02635T0 description:""WD repeat containing protein 5""-species:Magnaporthe_poae"	 E_value=5e-07
			
Query=MGG_05325T0	 Hit=lcl|EFQ29818	" Description=pep:novel supercontig:GCA_000149035.1:GG697346:521300:522883:-1 gene:GLRG_04962 transcript:EFQ29818 description:""WD domain-containing protein""-species:Glomerella_graminicola"	 E_value=5e-07
			
Query=MGG_05325T0	 Hit=lcl|MVLG_06503T0	" Description=pep:novel supercontig:GCA_000166175.1:supercont1.125:9613:11211:1 gene:MVLG_06503 transcript:MVLG_06503T0 description:""hypothetical protein""-species:Microbotryum_violaceum"	 E_value=6e-07
			
Query=MGG_05325T0	 Hit=lcl|PTTG_00580P0	" Description=pep:novel supercontig:ASM15152v1:GG705409:1671029:1674578:-1 gene:PTTG_00580 transcript:PTTG_00580T0 description:""Uncharacterized protein""-species:Puccinia_triticina"	 E_value=6e-07
			
Query=MGG_05325T0	 Hit=lcl|EFP74361	" Description=pep:novel supercontig:ASM14992v1:supercont2.1:1341481:1343537:-1 gene:PGTG_00317 transcript:EFP74361 description:""histone-binding protein RBBP4""-species:Puccinia_graminis"	 E_value=6e-07
			
Query=MGG_05325T0	 Hit=lcl|FVEG_08120T0	" Description=pep:known chromosome:ASM14955v1:3:1983089:1986022:-1 gene:FVEG_08120 transcript:FVEG_08120T0 description:""hypothetical protein similar to small nucleolar ribonucleoprotein complex subunit""-species:Gibberella_moniliformis"	 E_value=6e-07
			
Query=MGG_05325T0	 Hit=lcl|EFNCRP00000001376	" Description=pep:known supercontig:ASM18292v1:7.4:424068:427226:-1 gene:EFNCRG00000001374 transcript:EFNCRT00000001376 description:""Putative uncharacterized protein""-species:Neurospora_crassa"	 E_value=6e-07
			
Query=MGG_05325T0	 Hit=lcl|EFNCRP00000001376	" Description=pep:known supercontig:ASM18292v1:7.4:424068:427226:-1 gene:EFNCRG00000001374 transcript:EFNCRT00000001376 description:""Putative uncharacterized protein""-species:Neurospora_crassa"	 E_value=8e-06
			
Query=MGG_05325T0	 Hit=lcl|EFQ31374	" Description=pep:novel supercontig:GCA_000149035.1:GG697355:55200:58429:-1 gene:GLRG_06518 transcript:EFQ31374 description:""WD domain-containing protein""-species:Glomerella_graminicola"	 E_value=6e-07
			
Query=MGG_05325T0	 Hit=lcl|EGY13422	" Description=pep:novel supercontig:GCA_000150675.1:supercont1.1:357965:359694:1 gene:VDAG_00104 transcript:EGY13422 description:""U3 small nucleolar RNA-associated protein""-species:Verticillium_dahliae"	 E_value=6e-07
			
Query=MGG_05325T0	 Hit=lcl|EFNCRP00000007140	" Description=pep:known supercontig:ASM18292v1:7.36:95680:98704:-1 gene:EFNCRG00000007138 transcript:EFNCRT00000007150 description:""Coatomer beta' subunit""-species:Neurospora_crassa"	 E_value=7e-07
			
Query=MGG_05325T0	 Hit=lcl|EFNCRP00000007140	" Description=pep:known supercontig:ASM18292v1:7.36:95680:98704:-1 gene:EFNCRG00000007138 transcript:EFNCRT00000007150 description:""Coatomer beta' subunit""-species:Neurospora_crassa"	 E_value=8e-06
			
Query=MGG_05325T0	 Hit=lcl|SPAC6B12.15.1:pep	" Description=pep:known chromosome:ASM294v2:I:2439437:2441027:1 gene:SPAC6B12.15 transcript:SPAC6B12.15.1 description:""RACK1 ortholog Cpc2""-species:Schizosaccharomyces_pombe"	 E_value=7e-07
			
Query=MGG_05325T0	 Hit=lcl|Mycgr3P101204	" Description=pep:known chromosome:MG2:9:901226:904589:-1 gene:Mycgr3G101204 transcript:Mycgr3T101204 description:""Putative uncharacterized protein""-species:Zymoseptoria_tritici"	 E_value=7e-07
			
Query=MGG_05325T0	 Hit=lcl|FVEG_00908T0	" Description=pep:known chromosome:ASM14955v1:1:4302518:4304196:1 gene:FVEG_00908 transcript:FVEG_00908T0 description:""hypothetical protein similar to periodic tryptophan protein Pwp1""-species:Gibberella_moniliformis"	 E_value=7e-07
			
Query=MGG_05325T0	 Hit=lcl|CADAFUBP00004984	" Description=pep:known scaffold:CADRE:DS499597:553038:555173:1 gene:CADAFUBG00005073 transcript:CADAFUBT00005073 description:""Catabolite degradation protein, putative""-species:Aspergillus_fumigatus"	 E_value=7e-07
			
Query=MGG_05325T0	 Hit=lcl|SNOT_14169	" Description=pep:known supercontig:ASM14691v1:supercont1.30:172273:173731:1 gene:SNOG_14169 transcript:SNOT_14169 description:""Putative uncharacterized protein""-species:Phaeosphaeria_nodorum"	 E_value=7e-07
			
Query=MGG_05325T0	 Hit=lcl|CADAFLAP00005582	" Description=pep:known supercontig:JCVI-afl1-v2.0:EQ963476:1152254:1153879:1 gene:CADAFLAG00005582 transcript:CADAFLAT00005582 description:""Small nucleolar ribonucleoprotein complex subunit Utp15, putative ""-species:Aspergillus_flavus"	 E_value=7e-07
			
Query=MGG_05325T0	 Hit=lcl|EHK21513	" Description=pep:novel supercontig:ASM17099v1:70:99031:104030:1 gene:TRIVIDRAFT_152376 transcript:EHK21513 description:""hypothetical protein""-species:Trichoderma_virens"	 E_value=7e-07
			
Query=MGG_05325T0	 Hit=lcl|EHK27210	" Description=pep:novel supercontig:ASM17099v1:1:1471077:1473894:-1 gene:TRIVIDRAFT_55283 transcript:EHK27210 description:""hypothetical protein""-species:Trichoderma_virens"	 E_value=7e-07
